review,place,reviewer,taste,price,location,service,mood,rating,alpha,region,taste_new,price_new,location_new,service_new,mood_new
비성 수기 전시 찾아가다 대기 시간 시간 인걸 듣다 충격 받다 굉장하다 사람 많다 음식 이입 들어가다 지코 들어가다 지모 있다 마치 전쟁 피난민 마냥 배식 받다 먹다 기분 음식 모두 입맛 충족 시키다 하다 간이 싱겁다 밑반찬 함께 먹다 맞추다 느낌 전복 돌솥밥 이라는 요리 어딜 가도 보다 맛있다 없다 생각 들다 굳이 다시 찾아가다 않다,명진전복,JunhoLee0804,2.7639,1.6239,0,2.6704,0,3.24,8.76,1,13.34 ,9.64 ,4.38 ,13.03 ,4.38 
여기저기 너무 맛있다 고해 들르다 시간 가량 기다리다 겨우 들어가다 친구 가다 친구 너무 맛있다 먹다 별로 여서 거의 남다 나오다 ㅠㅠ 입맛 맞다 보다 그래도 맛없다 않다 기대 보단 별로 이다,올래국수,gofl1102,2.6584,3.2475,0,2.5306,0,3.39,8.76,4,13.39 ,15.39 ,4.38 ,12.96 ,4.38 
명진 복도 은근 괜찮다 점심 으로 딱이다 같다 저녁 으론 살짝 아쉽다 괜찮다 서비스 조금 나아지다 하다,명진전복,JEJUJMT,1.711,3.3979,0,2.5195,0,3.4,8.76,1,10.20 ,15.93 ,4.38 ,12.95 ,4.38 
대기 잇다 평일 이고 주말 이고 메뉴 고기국수 에요 칠천원 이에요 주인 아저씨 친절하다 양도 많다 배부르다,올래국수,hshann,1.9218,0,0,1.7411,0,4.84,8.76,4,13.68 ,4.38 ,4.38 ,12.81 ,4.38 
전복 돌솥밥 이랑 복구 먹다 ㅋㅋ 진짜 맛있다 돌솥밥 에선 전복 내장 나서다 좋다 덜다 부어 주다 기다리다 먹다 조금 넣다 기다리다 섞다 진짜 가죽 도모 전복 구이 소스 필요없다 먹다 정말 환상 이다 가구 싶다 ㅠㅠ,명진전복,372kyungjinj,3.7753,0.8688,0,1.7326,0,4.85,8.76,1,22.69 ,8.59 ,4.38 ,12.78 ,4.38 
여행 최고 맛집 이다 브런치 으로 먹다 일찍 가다 가다 부터 웨이 시간 이다 그래도 기다리다 먹다 기다리다 이다 전복 돌솥 정말 맛있다 특히 먹다 숭늉 만들다 먹다 데이 먹다 다시 가다 정도 예요,명진전복,soolmi,1.9106,0,0,1.6381,0,4.91,8.76,1,13.76 ,4.38 ,4.38 ,12.42 ,4.38 
버터 복은 들다 정말 맛있다 전복 돌솥밥 먹다 정말 누룽지 잊다 요전 복의 이우 있다 국물 까지 싹싹 먹다,명진전복,mintyoung,1.9071,0,0,1.6144,0,4.88,8.76,1,13.69 ,4.38 ,4.38 ,12.26 ,4.38 
오직 고기국수 판매 하다 아침 오픈 시간 방문 하다 정도 기다리다 특별하다 않다 먹다 국맛 이다 카운터 주인 이참 친절하다,올래국수,jihyeL181,0,1.6285,0,1.7574,0,4.42,8.76,4,4.38 ,11.58 ,4.38 ,12.15 ,4.38 
국물 끝내주다 수도 맛있다 그릇 삽시간 뚝딱 비우다 한가지 아쉽다 면발 탱탱하다 않다 고무 땡땡하다 용하다 좋다,올래국수,junokoko,0,1.6267,0,1.6549,0,4.5,8.76,4,4.38 ,11.70 ,4.38 ,11.83 ,4.38 
싱싱하다 재료 덕분 인지 전복 돌솥밥 에서 느껴지다 전복 좋다 우연히 해안 도로 달리다 발견 여서 메뉴 대해 잘알다 전복죽 전복 돌솥밥 먹다 돌솥밥 확실하다 맛있다 다른 분들 보다 복구 먹다 먹다 하다 아쉽다,명진전복,Sightsee803043,0.9459,0.8104,0,1.7825,0,4.03,8.76,1,8.19 ,7.65 ,4.38 ,11.56 ,4.38 
복구 지도 않다 비리다 않다 그리고 전복 돌솥밥 역시 전복 내장 으로만 들어서다 짜다 쪼롬 맛있다 식사 자다 하다,명진전복,wing91620,0,1.6324,0,1.6391,0,4.25,8.76,1,4.38 ,11.32 ,4.38 ,11.35 ,4.38 
전복 맛있다 편입 전복 복구 이를 먹다 복구 맛있다 추천 하고 싶다 않다 전복 내장 전부 손질 되어다 전복 구이 에는 내장 제거 되어다 미리 말씀 해주시 전복 내장 핵심 인데 아쉽다 고소하다 맛있다 사람 너무 많다 인지 맛있다 느껴지다 연휴 여서 인지 한시 간반 가까이 기다리다,명진전복,Destination809498,0,1.6267,0,1.6549,0,4.2,8.76,1,4.38 ,11.21 ,4.38 ,11.33 ,4.38 
명진 전복 초반 지금 처럼 유명 타지 않다 부터 자주 찾다 맛집 이다 요즘 웨이 장난 아니다 한번 먹다 엄청 오래 기다리다 기다리다 맛있다 이다 소한 전복 돌솥밥 맛있다 전부 덜다 따뜻하다 부어 누룽지 만들다 먹다 정말 맛있다 요추 겨울 생각나다 따뜻하다 돌솥밥 이다,명진전복,zennni,0.9535,1.6263,0,1.6267,0,4.21,8.76,1,8.39 ,11.23 ,4.38 ,11.23 ,4.38 
제주 갈다 마다 방문 고기국수 집다 기르다 덩어리 자르다 푸다 지다 주다 으로 고기 냄새 거의 자다 느껴지다 않다 국물 장점 처음 보다 감흥 떨어지다 제주 에가 서다 고기국수 먹다 으로 갈다 같다,올래국수,inhahaha,2.7749,0.8162,0,1.7468,0,3.92,8.76,4,15.26 ,7.58 ,4.38 ,11.23 ,4.38 
고기국수 에서 처음 맛보다 정말 올레 외치다 뻔하다 정말 맛있다 국물 시원하다 기도 야들야들 추천 근데 주차 하다 불편하다,올래국수,luvvparis,1.9071,0,0,1.6144,0,4.17,8.76,4,12.33 ,4.38 ,4.38 ,11.11 ,4.38 
맛집 으로 유명하다 저녁 시간대 방문 하다 작다 가게 주차 장이 없다 근처 주차 하다 한참 걸리다 손님 대기 이다 기다리다 보람 있다 맛있다 먹다 정말 고기 많이 들다 양도 상당하다 짜다 조르다 진하다 육수 맛있다 다시 번가 싶다 맛집 이에요,올래국수,bcbggogo,1.9132,0,0,1.6104,0,4.18,8.76,4,12.38 ,4.38 ,4.38 ,11.11 ,4.38 
제주도 일찍 착하다 먹다 찾다 다가가다 다른 고기국수 먹다 보다 비교 불가능하다 데일 단고기 많이 들다 양도 많다 그냥 담백하다 괜찮다 에러 느낌 국물 이랑 늘다 느낌 덥다 한번 가보다 만하 지만 굳이 기다리다 먹다 정도 아니다 같다,올래국수,Quest824474,1.8152,2.4719,0,1.6452,0,3.95,8.76,4,11.55 ,14.14 ,4.38 ,10.88 ,4.38 
웨이 많다 어디서 기다리다 되다 애매하다 명진 전복 처럼 사람 너무 많다 피난 먹다 음식 같다 개인 으로 음식 굉장하다 좋아하다 국물 굉장하다 고기 많다 어떤 리뷰 에선 돼지국밥 넣다 하다 사실 맞다 표현 이다 개인 으로 진하다 돈코츠 라멘 먹다 나은 같다 도하,올래국수,JunhoLee0804,1.8251,0,0,1.8509,0,3.44,8.76,4,10.66 ,4.38 ,4.38 ,10.75 ,4.38 
주변 에도 워낙 고기국수 많다 유독 이집 손님 많다 정도 기다리다 합리 가격 고기국수 먹다 않다 일단 돼지 잡다 업다 좋다 이미 간이 되어다 조금 짜다 느껴지다 서비스 맛집 이라고 하다 불편하다 아니다 친절하다 좋다 테이블 회전 빠르다 평일 점심 이전 간다 분만 기다리다 먹다 좋다,올래국수,Sojeong L,0.9387,2.4951,0,1.7574,0,3.32,8.76,4,7.50 ,12.66 ,4.38 ,10.21 ,4.38 
나쁘다 않다 괜찮다 웨이 기다 워낙 유명하다 오다 먹다 만은 하지만 여러 오다 느낌 아니다,올래국수,BoardingPass758729,0.8555,2.4857,0,1.6616,0,3.4,8.76,4,7.29 ,12.83 ,4.38 ,10.03 ,4.38 
마지막 시간 저녁 임박 해도 착하다 대기 시간 길다 않다 슴죽 이나 전복 돌솥밥 모두 무난 정도 동부 맛집 많다 않다 오다 마다 어쩔 수없이 들리다 아주 좋다 정도 아니다,명진전복,ozeye1001,0,2.4425,0,1.6391,0,3.43,8.76,1,4.38 ,12.76 ,4.38 ,10.00 ,4.38 
요미 에도 나오다 고기국수 유명하다 오다 국수 아침 일찍 가다 웨이 은별 없다 원체 테이블 이그리 많다 않다 점심시간 가다 서다 각오 하다 육수 듣다 진하다 개운하다 일품 지만 비빔국수 보통 암튼 가격 대비 괜찮다 공항 근처 제주 맛집 이다,올래국수,MONGTRIO,1.6597,3.4365,0,1.6616,0,3.36,8.76,4,9.96 ,15.93 ,4.38 ,9.96 ,4.38 
숙소 가깝다 오픈 시간 맞추다 더니 웨이 없다 이미 가게 만석 이다 아침 고기국수 먹다 사람 이렇게 오다 차다 신기하다 따름 국물 잇다 호불호 갈리다 중면 이라 두껍다 개인 으로는 별로 이런 음식 시간 웨이 하다 먹다,올래국수,YoungminA4,1.8036,0.8102,0,1.781,0,3.13,8.76,4,10.03 ,6.92 ,4.38 ,9.95 ,4.38 
보통 가격 많이 라서 아쉽다 유명하다 제주 한번 들다 하다 근데 사람 많다 기다리다 되다 제주도 고기국수 집도 많다 맛있다 곳도 많다 다른 가다 괜찮다,올래국수,_H8844UB,0.8555,2.5016,0,1.6774,0,3.28,8.76,4,7.19 ,12.59 ,4.38 ,9.88 ,4.38 
돼지 기름 너무 많다 먹기 힘들다 국수 보다 테이블 회전 라서 금방 금방 빠지다 다대기 시간 생각 보다 길다 않다 이지 그리고 주인 아저씨 친절하다 애매하다 인상 이세 직원 힘들다 비리 거나 돼지 냄새 늘다 싫어하다 라면 분명하다 비추다 하다,올래국수,Expedition649270,0,1.6239,0,2.6884,0,2.04,8.76,4,4.38 ,7.69 ,4.38 ,9.86 ,4.38 
여행 이라는 생각 으로 한번 정도 사먹다 굳이 일부러 먹다 정도 아니다 제주 음식 자체 맛깔 스럽지 않다 재료 싱싱하다 날다 그대로 즐기다 좋다 슈퍼 어시장 가면 널린것 이활 전복 이다,명진전복,shgusthd,1.8585,2.4341,0,1.745,0,3.13,8.76,1,10.20 ,12.00 ,4.38 ,9.84 ,4.38 
명진 전복 좋다 그렇지만 기다리다 시간 비다 만족스럽다 않다 요새 제주 저렴하다 전복 돌솥 밥집 많다 서안 가게 되다,명진전복,Trek809328,0.8211,2.5849,0,1.6435,0,3.29,8.76,1,7.08 ,12.88 ,4.38 ,9.79 ,4.38 
사람 너무 많다 기다리다 보람 있다 음식 생각 외로 빨리 나오다 너무 맛있다,명진전복,Cosmopolitan811206,0.9126,0.8077,0,0.9254,0,5.7,8.76,1,9.58 ,8.98 ,4.38 ,9.65 ,4.38 
사람 너무 많다 분위기 그냥 그렇지만 맛있다 전복 좋아하다 부모님 께서 자다 들다 좋다,명진전복,John P,0.8855,0.8024,0,0.9301,0,5.67,8.76,1,9.40 ,8.93 ,4.38 ,9.65 ,4.38 
유명하다 맛집 이라기 대감 가지 방문 하다 대기 많다 고차 에서 기다리다 들어가다 대기 바다 있다 사진 찍다 시간 보내다 좋다 같다 전복 돌솥밥 슴슴 건강하다 이다 전복 구이 정말 그대로 전복 구이 에요 한번 먹다 보다 다시 가지다 않다 같다,명진전복,appledoong,0.9535,0.8162,0,1.6267,0,3.18,8.76,1,7.41 ,6.98 ,4.38 ,9.55 ,4.38 
한번 먹다 하다 한번 일부러 다시 찾아가다 않다 하다 희다 다행하다 조금 서서 기다리다 하다 오래 기다리다 이유 자다 모르다 국물 나쁘다 않다 인데 보통 이다 고기 많다 감다 그저 그렇다,올래국수,adachihi,0,3.3331,0,1.6391,0,3.13,8.76,4,4.38 ,14.81 ,4.38 ,9.51 ,4.38 
대기실 있다 웨이 걸다 고혼 기다리다 유도 해주다 분만 먹다 좋다 만나다 먹다 전복 뚝배기 나다 바다 이쁘다 혼자 여러 이든 추천 하다,명진전복,Sherpa807489,0,0,0,0.9402,0,5.25,8.76,1,4.38 ,4.38 ,4.38 ,9.32 ,4.38 
고기국수 맛집 으로 유명하다 방문 하다 식당 좁다 위생 으로 보이지 않다 웨이 길다 고긱 국수 맛있다 다른 식당 이랑 크게 다르다 않다 다음 에다 갈다 생각 없다,올래국수,sunnyje,0,2.4401,0,1.6391,0,3,8.76,4,4.38 ,11.70 ,4.38 ,9.30 ,4.38 
정말 평범하다 전복 좋아하다 자주 에서 해먹 평소 크다 사이즈 전복 주접 하다 정말 평범하다 식사 이다 명가 전복 구이 돌솥밥 시키다 먹다 복구 남다 나오다 그냥 전복 먹다 간다 생각 하고 가세,명진전복,Sightsee744165,1.9071,1.6101,0,1.6144,0,2.95,8.76,1,10.01 ,9.13 ,4.38 ,9.14 ,4.38 
유명하다 이라 늘다 코스 맞다 않다 이번 제주 여행 동쪽 위주 방문 되어다 시간 분대기 하다 기대 한껏 하다 돌솥밥 뜨다 읭이게뭐디내가 겨우 먹다 시간 넘다 대기 건가 ㅠㅠ 싶다 정말 무난 어디 에서도 먹다 이구 전복죽 다른 훨씬 맛있다 가격 비싸다 편이 친구 먹다 고등어 구이 제일 맛있다 하다 ㅋㅋ 굳이 시간 버리다 갈다 정도 식당 아니다,명진전복,Culture737949,0.9535,3.456,0,2.454,0,1.94,8.76,1,6.23 ,11.08 ,4.38 ,9.14 ,4.38 
고기국수 고기국수 하다 여기 맛집 이라서 가다 배부르다 자다 먹다 오다 ㅋㅋ 김치 맛있다,올래국수,LucyL2485,1.9138,0,0,0.8356,0,5.5,8.76,4,14.91 ,4.38 ,4.38 ,8.98 ,4.38 
기다 기다림 지치다 정말 맛있다 돌솥밥 만나다 오픈 시간 맞추다 착하다 시간 넘다 기다리다 같다 주변 맛있다 커피집 많다 명진 전복 위치 바다 멋있다 한번 방문 해보다 추천,명진전복,han_apple,0.9535,0,0,0.8072,0,5.69,8.76,1,9.81 ,4.38 ,4.38 ,8.97 ,4.38 
국물 깊다 기도 많다 맛있다 그리고 양도 많다 제주 가면 가다 먹다 맛있다,올래국수,soul8486,0.9597,0,0,0.8032,0,5.7,8.76,4,9.85 ,4.38 ,4.38 ,8.96 ,4.38 
공항 근처 고기국수 맛집 이에요 여기저기 가보다 제입 에는 여기 맞다 예전 비다 국물 약간 약해지다 감다 그래도 맛있다,올래국수,sunnypearl,0.8602,0.8649,0,0.824,0,5.5,8.76,4,9.11 ,9.14 ,4.38 ,8.91 ,4.38 
많다 그냥 비교 불가 이다 고기국수 정도 돼지고기 많이 넣다 가다 서면 기다리다 가치 있다 같다 기왕 먹다 끼다 괜찮다 같다,올래국수,khlee737,0.8555,1.6617,0,0.842,0,5.38,8.76,4,8.98 ,13.32 ,4.38 ,8.91 ,4.38 
작년 처음 보다 제주도 마다 여기 들다 줄이다 길다 고기 많다 훌륭하다 공항 근처 도착 출국 리기 좋다,올래국수,Wander789981,0.8826,0,0,0.9587,0,4.6,8.76,4,8.44 ,4.38 ,4.38 ,8.79 ,4.38 
제주시 연동 오다 국수 고기국수 돈코츠 라멘 국물 보다 진하다 느끼하다 느껴지다 않다 고기랑 국수 맛있다 즐기다,올래국수,Voyage810112,0,0.8162,0,0.8195,0,5.38,8.76,4,4.38 ,8.77 ,4.38 ,8.79 ,4.38 
고기국수 사람 많다 불편하다 분위기 그래도 먹다 좋다 그렇다 않다 나쁘다 않다 일부러 갈다 정도 아니다 특히 가격 에기 다르다,올래국수,edwardj126,0.957,2.4425,0,2.47,0,1.78,8.76,4,6.08 ,8.73 ,4.38 ,8.78 ,4.38 
메뉴 고기국수 한가지 이고 물가 비싸다 제주 에서 저렴하다 맛있다 먹다 이다 기도 많이 들다 국물 깔끔하다 김치 맛있다 유명하다 알다 다음 여행 방문 하고 싶다 정도 만족하다 이다,올래국수,sunshine1227,1.7728,1.8831,0,0.8356,0,5.25,8.76,4,13.69 ,14.27 ,4.38 ,8.77 ,4.38 
돌솥밥 복구 전복죽 먹다 제입 에는 복구 이돌 솥밥 전복 죽이다 원래 보다 좋아하다 사람 인데 도돌솥밥 깔끔하다 심심하다 맛있다 좋았습 누룽지 별미 가족 모두 맛있다 먹다 주류 판매 하다 않다,명진전복,moonlightbay,0,0.8162,0,0.8195,0,5.35,8.76,1,4.38 ,8.75 ,4.38 ,8.76 ,4.38 
식사 시간 지나다 가다 역시 분대기 음식 맛없다 않다 하지만 제주도 한식당 대부분 비슷하다 같다 다음 제주 방문 붐비다 으로 갈다 예정,명진전복,jungsukk2015,1.789,1.627,0,1.745,0,2.5,8.76,1,8.85 ,8.45 ,4.38 ,8.74 ,4.38 
기준 돼지 보다 맛있다 가게 좁다 테이블 작고 붙다 그래도 으로 커버 되다 도르다 완전 맛있다 역시 수요 미싱 맛집 같다 일부러 찾아오다 정말 맛있다,올래국수,kim971024,0.9535,0,0,0.8072,0,5.39,8.76,4,9.52 ,4.38 ,4.38 ,8.73 ,4.38 
전복 요리 소문나다 이다 소문나다 맛집 그렇다 역시 대기 필요하다 시스템 이아주 자다 갖추다 전화번호 얘기 하다 차례 가깝다 연락 오다 까지 주변 해안가 드라이브 하다 되다 복구 이돌 솥밥죽 어느 하나 흠잡다 없이 일품 이다 구구절 절하 하다 필요 없이 정말 맛있다 표현 밖에 하다 없다,명진전복,sdc0503,0.9535,0,0,0.8072,0,5.32,8.76,1,9.45 ,4.38 ,4.38 ,8.67 ,4.38 
마다 가다 만족하다 이번 에가 새롭다 휴게실 있다 기다리다 좋아지다 넓어지다 시원하다 좋다 전복 구이 맛있다 돌솥밥 추하다 특히 밥퍼 고물 부어 만들다 먹다 숭늉 예술 이네,명진전복,ByoungHoS,0.957,0,0,0.8309,0,5.15,8.76,1,9.31 ,4.38 ,4.38 ,8.66 ,4.38 
오래 기다리다 좋아하다 않다 여기다 기다리다 먹다 가치 있다 돌솥밥 독특하다 맛있다 전복 구이 먹다,명진전복,ChangHyoS2,0,0.8162,0,0.8195,0,5.22,8.76,1,4.38 ,8.64 ,4.38 ,8.66 ,4.38 
지금 까지 먹다 국수 중단 최고 라고 하다 양도 상당하다 많다 너무 맛있다 으로 자주 가게 되다 같다,올래국수,hyundeuk,0.9597,0,0,0.8032,0,5.31,8.76,4,9.48 ,4.38 ,4.38 ,8.64 ,4.38 
원래 계획 삼성혈 으로 넘어가다 고기국수 먹다 하다 연동 서막 체크아웃 다음 멀리 움직 이기도 귀찮다 고해 걸다 오다 워낙 유명하다 보다 많이 기다리다 야하다 알다 열한시 무렵 이다 의외로 대기 없다 바로 들어가다 들어가다 주문 하고 먹다 보다 그때 부터 줄이다 생기 시작 고기 충분하다 두껍다 이다 괜찮다 만족,올래국수,jhpark0,0.8555,0.8594,0,0.842,0,5.05,8.76,4,8.70 ,8.72 ,4.38 ,8.63 ,4.38 
가다 조금 멀다 하지만 가다 먹다 탱글탱글하다 부드럽다 쫄깃쫄 하다 국물 끓이다 모르다 정말 얼큰하다 맛있다 생각 에는 조금 향신료 들어가다 같다 그리고 멀다 까지와 서다 먹다 보람 있다,올래국수,Pen9uin,0.9535,2.5453,0,0.8072,0,5.25,8.76,4,9.39 ,17.74 ,4.38 ,8.62 ,4.38 
오픈 시간 맞추다 방문 대기 않다 바로 먹다 혼자 가다 친철 하다 꼭꼭 필수 코스 이다,명진전복,Fearless807046,0,0.8162,0,0.8195,0,5.17,8.76,1,4.38 ,8.60 ,4.38 ,8.62 ,4.38 
한번 먹다 계속 하다 생각나다 국수 먹다 먹다 않다 푸다 한양 구수하다 국물 부드럽다 최고,올래국수,kwisdom88,0.9483,0.8162,0,0.8195,0,5.09,8.76,4,9.21 ,8.53 ,4.38 ,8.55 ,4.38 
아침 자마자 들어가다 금방 자리 차다 전복 돌솥밥 하고 전복죽 시키다 먹다 두다 완전 내용물 도실 하고 맛있다 특히 반찬 으로나 오다 고등어 구이 이에요,명진전복,misss1000,1.9009,0,0,0.8309,0,5,8.76,1,13.88 ,4.38 ,4.38 ,8.53 ,4.38 
고기국수 유명하다 래서 인지 서다 먹다 지다 양도 많다 국물 나쁘다 않다 실망하다 아니다 그러나 굳이 찾아가다 먹다 야하다 정도 맛있다 집다 아니다 같다,올래국수,Coastal807134,1.8968,2.4365,0,1.6227,0,2.55,8.76,4,9.22 ,10.59 ,4.38 ,8.52 ,4.38 
든든하다 식사 하다 좋다 다웨이 이기다 미리 약하다 주위 구경 좋다 음식 빠르다 오다,명진전복,Traveler814821,0.9126,0,0,0.9254,0,4.45,8.76,1,8.44 ,4.38 ,4.38 ,8.50 ,4.38 
명진 전복 먹다 제주 여행 시작 처음 먹다 보고 반하다 마다 명진 전복 들리다 다웨이 이기다 그래도 빨리 먹다 방법 오픈 시간 평일 오전 비다 요런 그래도 금방 먹다 은비 오다 평일 이니까 웨이 없다 하다 우린 출발 하다,명진전복,Doran-PARK,0,0.8649,0,0.824,0,4.96,8.76,1,4.38 ,8.67 ,4.38 ,8.47 ,4.38 
많다 서명 이서 주문 하다 먹다 경우 많이 보다 공항 에서 운동 삼다 걸어가다 나쁘다 않다 거리 이지만 힘들다,올래국수,ohmycss,0,0.8162,0,0.8195,0,4.92,8.76,4,4.38 ,8.40 ,4.38 ,8.41 ,4.38 
싱싱하다 맛있다 식사 하다 지만 교통 편이 있다 웨이 팅기다 기다리다 야하다,명진전복,s0yangl,0.9459,0.8503,0,0.8272,0,4.84,8.76,1,8.96 ,8.50 ,4.38 ,8.38 ,4.38 
정말 오랫동안 기다리다 먹다 관광명소 인데 무오 기다리다 고프다 그래서 맛있다 느끼다 아니다,올래국수,hangulo,0.9535,0.8101,0,0.8072,0,4.84,8.76,4,8.99 ,8.30 ,4.38 ,8.29 ,4.38 
가게 옮기다 셧다 라고 사람 진짜 많다 김치 잇다 국수 잇다 전보 고기 적어지다 같다 그래도 추천 제주도 에서 대음 이다,올래국수,LoveTravel691414,1.9255,0,0,0.8356,0,4.67,8.76,4,13.37 ,4.38 ,4.38 ,8.28 ,4.38 
고기국수 제주도 아니다 육지 에서는 보기 힘드다 메뉴인 만큼 제주도 가면 먹다 메뉴 하나 이다 고기 많다 살짝 느끼하다 없다 않다 하지만 그래도 국물 이구수 하고 배다 차고 저렴하다 제격 이다,올래국수,886hyebinj,0.8211,2.5301,0,0.8195,0,4.75,8.76,4,8.28 ,16.40 ,4.38 ,8.27 ,4.38 
식당 부가 무덥다 전복 돌솥밥 여전하다 추다 고등어 구이 같이 나오다 대기 너무 많다 시간 반정 기다리다 시간 되다 전화 해주다,명진전복,queenking12,0,0,0,0.9402,0,4.13,8.76,1,4.38 ,4.38 ,4.38 ,8.26 ,4.38 
다녀오다 국수 하나 판매 하다 정말 자다 먹다 오다 향신료 강하다 먹다 느끼하다 잘못 먹다 부담 없다 독특하다 고기국수 제대로 먹다 느낌 이다 면도 특이하다,올래국수,JYJ37,0.9535,0,0,0.8072,0,4.77,8.76,4,8.93 ,4.38 ,4.38 ,8.23 ,4.38 
고기 많이 들어서다 좋다 국물 맛있다 요면 그냥 그렇다 ㅋㅋ 돼지국밥 대신 국수 넣다 먹다 느낌 ㅋㅋ 괜찮다,올래국수,Coastal670378,0.8555,1.6617,0,0.842,0,4.5,8.76,4,8.23 ,11.86 ,4.38 ,8.17 ,4.38 
전복 돌솥밥 버터 구이 많이 시키다 두다 훌륭하다 다단 전복 생각 보다 작다 그리고 유의 한식 감탓 아이 은별 이다 참고 붐비다 주차 장이 따로 없다 서다 붐비다 같다,명진전복,xiapapa,0.8826,0.8077,0,0.9587,0,3.92,8.76,1,7.84 ,7.55 ,4.38 ,8.14 ,4.38 
솔직하다 명진 전복 이라 맛있다 건지다 복은 진리 인지 모르다 분명하다 맛있다 점심시간 조금 지나다 가다 대기 아주 지는 않다 복구 제일 맛있다,명진전복,vivl724,0,1.685,0,0.8195,0,4.5,8.76,1,4.38 ,11.96 ,4.38 ,8.07 ,4.38 
정도 서서 들어가다 공항 기전 점심 으로 간단하다 먹기 좋다 같다 요안 맞다 불다 그렇다 않다 워낙 국수 로안 좋아하다 이다 그릇 먹다 한번 들다 보시 판단 하다 어떻다 싶다,올래국수,Hyoseon,0,0.8162,0,0.8195,0,4.5,8.76,4,4.38 ,8.05 ,4.38 ,8.07 ,4.38 
손님 너무 많다 대기 시간 이기다 빼다 만족스럽다 전복 돌솥밥 너무 맛있다 전복 구이 괜찮다 복은 자정 도의 크기 이다 에서 하다 없다 요리 라서 다음 에도 가다,명진전복,Sowon J,0.8555,0.8594,0,0.842,0,4.34,8.76,1,8.09 ,8.11 ,4.38 ,8.03 ,4.38 
전복 로안 좋아하다 복구 먹다 반함 전복죽 맛있다 전복 돌솥밥 맛있다 기본 으로나 오다 고등어 구이 비리 않다 많다 좋다,명진전복,ParkK96,0.9439,0.8162,0,0.8195,0,4.45,8.76,1,8.58 ,8.01 ,4.38 ,8.03 ,4.38 
국물 깔끔하다 맛있다 그런데 웨이 시간 잇다 ㅠㅠㅠ 그런데 고기 정말 잘살다 흐흐 먹다,올래국수,Getaway807672,0.9535,0,0,0.8072,0,4.5,8.76,4,8.67 ,4.38 ,4.38 ,8.01 ,4.38 
명진 복은 작년 여름 처음 가게 되어다 너무 맛있다 제주도 에가 서다 다녀오다 뚜벅 로서 접근성 좋다 아니다 돌솥밥 너무 고소하다 맛있다 가게 되어다 웨이 보통 시간 정도 있다 같다 고저 처음 가다 시간 두번째 가다 삼십분 정도 기다리다 기다리다 시간 아깝다 않다 만큼 맛있다 이다,명진전복,Voyage808130,0,2.4582,0,0.8195,0,4.42,8.76,1,4.38 ,15.25 ,4.38 ,8.00 ,4.38 
처음 고기 국수 라고 생각 하다 생각 보다 느끼하다 않다 담백하다 어울리다 도중 으로 탄력 좋다,올래국수,bonghwa,0,2.4316,0,0.8195,0,4.4,8.76,4,4.38 ,15.08 ,4.38 ,7.99 ,4.38 
제주도 오다 갈치 다음 으로 먹다 보다 야하다 복전 복구 잇다 고해 방문 하다 역시 실망 시키다 않다 이다 복구 맛있다 전복죽 맛있다 제주도 에서 보신 제대로 하고 오다 같다,명진전복,Storyteller669665,0,0.8162,0,0.8195,0,4.34,8.76,1,4.38 ,7.92 ,4.38 ,7.94 ,4.38 
예약 하다 않다 찾아가다 시간 넘다 기다리다 먹다 깔다 하고 맛있다,명진전복,FellowTraveler808860,0,0.8162,0,0.8195,0,4.34,8.76,1,4.38 ,7.92 ,4.38 ,7.94 ,4.38 
너무 무오 기다리다 복은 정말 싱싱하다 하지만 양념 즐기다 약하다 먹다 건강하다 느낌 이다,명진전복,melisa6046,1.8995,0,0,0.8072,0,4.4,8.76,1,12.74 ,4.38 ,4.38 ,7.93 ,4.38 
이르다 점심 먹다 방문 하다 평일 이다 유채꽃 시즌 이라 그렇다 대기 줄이다 많다 놀래다 주차 원활하다 않다 대기 도해 야하다 망설이다 기다리다 자다 같다 육수 좀더 깔끔하다 하다 기호 따라서 느끼하다 생각 하다 있다 입맛 맞다 국물 시원하다 고기 많다 만족스럽다,올래국수,BackPacker810127,0,1.6239,0,0.8195,0,4.32,8.76,4,4.38 ,11.40 ,4.38 ,7.92 ,4.38 
맛있다 대다 우매 우기다 단점 있다 있다 기대 너무 많이 하다 그것 보다는 조금 아쉽다 맛있다 사실,명진전복,drevelyn,0,1.6792,0,0.8354,0,4.22,8.76,1,4.38 ,11.47 ,4.38 ,7.91 ,4.38 
가격 대비 나쁘다 않다 같다 워낙 사람 많다 빨리 빨리 먹다 분업 되다 고기 많다 국수 라도 든든하다,올래국수,inthesub,0.8042,1.7452,0,0.8195,0,4.28,8.76,4,7.82 ,11.85 ,4.38 ,7.89 ,4.38 
시간 엄청 기네 점심시간 지난시 넘어서다 가다 기분 정도 하다 수위 올려주다 고명 알다 김치 계속 싸다 먹다 정도 이다,올래국수,Paradise604710,0.9517,0,0,0.8356,0,4.17,8.76,4,8.35 ,4.38 ,4.38 ,7.86 ,4.38 
복구 이랑 전복죽 먹다 건강하다 예여 근데 오래 기다리다 아쉽다 요하 지만 기다리다 동안 바로 바다 에서 사진 찍다 바다 구경 좋다,명진전복,Trip809921,0,0.8104,0,0.8354,0,4.17,8.76,1,4.38 ,7.76 ,4.38 ,7.86 ,4.38 
